text,label
「自分のペースで動き出している」の水色が出ています。変な言い方に聞こえたら申し訳ないのですが、2019年が始まった段階で、あなたにまず訪れてきた感覚は「一種の不信感」でした。これはネガティブな意味だけで言いたいわけではなくて「果たして私の周りの環境ってどれだけ期待ができて、そして、私は頑張れば報われるのか」とか、そういうことを深く考えたのです。その結果として今あなたは「ただ動かないで、待っている状態で頑張ってもダメなことがある。自分が報われるように、期待できる場所を探し、期待できる人に会っていこう」という感覚を強く持っているのです。そういう意味で、今週あたりであなたの中であまり「不信感」という感情はなくなっていきます。「じゃあ、自分でやるか」という気持ちになっているから。,gemini
「人生をエンジョイする大切さ」のターコイズ色が出ています。今の蟹座って、どこかもう「待つこと」であったり、「様子を見ること」をやめているのです。「言ってみて、そして、やってみて、ダメだったら次行こ、次」という感じで、何かに期待してヤキモキするよりも、自分なりに動いてひとつひとつ白黒ハッキリつけていったり、後は、周りがどういう反応をしていくのかをきっちり見ています。今の蟹座にとって大事なお知らせをします。今、あなたが周りの反応を見ていくことにはすごく大きな意味があります。というは、4カ月ぐらい先の話になのですが、そこであなたは大きなリーダー候補になったり、また、新しい環境に移って頑張っていく縁が強くなるのです。だから、改めて今の自分の周りの人たちを見ておく。「どう言えばこの人は動くのか」とか、そういうことをしっかり観察しているのです。,cancer
「身を清める時期」の白が出ています。今週の獅子座はちょっと特殊な時期で、身を清めるのにすごく良いときなのです。急に怪しい話をしたいわけでも、ラッキー行動として滝に打たれてくることをおすすめしているわけではないです。今ですね、あなたも含めて、あなたの周りの縁がある人って、「一仕事を終えて、リラックスして、会いたい人に会っていきたい」と願っているようなときなのです。今後の付き合いにも影響を受ける人に対して、今週は会う約束とかをしていくといいと思いますよ。何か、みんなが「色々終わった。さて、次はどうしていこう。あれ、〇〇さんから連絡だ。久しぶり。じゃあ話しましょうよ」とか、お疲れさま会とか、そういうものも開いてみてほしいのです。,leo
「カードが出そろう」のターコイズ色が出ています。まず、ちょっと早めなのですが、今週あたりで乙女座は「2019年が始まって、ここにくるまで色々あって、そして総括が出せていく」みたいな時期にあたります。タイトルにあるように「カードがある程度出そろう」んですね。だから「これは期待していたよりもちょっとダメだった。反省しつつ、違うやり方を試していこう」「これは引き続き頑張っていきたい」とか、そういう今後の方向性について結構明確に見えていきます。後、今週に関してはできれば「怖がらないで箱を空ける体験」みたいなものをやっちゃったほうがいいです。話し合いたいことを話し合っておくとかですね。,virgo
「相談ができたら、相談する時間も大事に」の緑色が出ています。今週の天秤座ってわりと今後の大きな方向性についての決断をしていかなければいけないとか、今抱えている問題に対して「どうしていきたいか」などの答えが出せていけるときです。あと、これは怖い話ではないのですが、他人の思惑とか利害関係の渦の中にも少し巻き込まれていく可能性があります。「今度のさ、集まりきてくれない？　絶対あなた楽しいと思う」と言われて、「いや、ただの人数集めでしょ？」とか、そういうことにめちゃくちゃ敏感に気づきやすいです。今週、できれば即断即決という態度は取らなくていいと思います。それよりも「ちょっと考えさせてくださいね」と言っておく。そして、相談できる人がいたら相談してみてほしいです。,libra
「人を育てる」の茶色が出ています。今の蠍座って結構大事な任務をしていて、それは冒頭にあるように「人を育てる」ということなのです。たとえば仕事では「私の後任候補を育てる」とか、いろいろなことを説明しないといけない新人さんと向き合うとか。その際に大事なことは、向き合うと決めたときから「怒らない」と決定してしまうこと。もちろん、すごくひどいことがあった場合は怒っても大丈夫です。でも、別にここで「人を育てる」と言っても、1から10まですべて指導する必要はないのです。そうではなくて、「こういうことを意識してやってみました」とか、お話を聞く感覚で大丈夫です。,scorpio
「はいはいはい、なるほどなるほど」の水色が出ています。まず、今週のあなたは前から考えていたことを、いわゆる練習通りにやっていけば大丈夫ですからね。「本番を迎えるまでに100％仕上げなきゃ」とプレッシャーを背負うことよりも、「とりあえずやってみて、様子を見て、そして完成度を上げていこう」というスタンスで大丈夫です。すごくありきたりかもしれませんが、今ってあまり未来のことや「この先のこと」を考えていくようなときではなくて、ひとつひとつ丁寧にやっていくこと。射手座は疲れてくると「そういえばさ、昨日電車の中で人を助けて」とか、自分が活躍した話を思い出すことによって、今の自分を奮い立たせようとします。それももちろん大切なのですが、それよりは「近くにいる人を褒める」というやり方でやったほうが良かったりします。,sagittarius
「許す期間」のピンク色が出ています。今の山羊座って、すごくいろいろな壁にぶつかりながら走っています。だからもう、言葉にすると「こんなこともうまくいかないんだ」と思うことの連続だったりします。でも、それが正解だったりします。今のあなたって、高級レストランの、すべてきっちり整えられたお料理という感じではなくて、自宅でどんぶり飯をつくっている感覚です。「食えれば良い」というもの。だから、体裁や格好、「完璧にやる」とかはちょっと気にしていられない。前に進んでいるからこそ、ゴツンゴツンぶつかっていってください。でも、今週はちょっとずつ「いろいろ大変だったことが落ち着いていく期間」になるから、怒りを引きずらず、「できなかった」と反省しすぎる自分を引きずらず、目の前のあることを楽しむ気持ちでいてほしいのです。,capricorn
「流しながら、前に進む」の白が出ています。ちょっといきなりこういう話をしたいのですが、僕は、人が神社やパワースポットとされる場所に行く理由って、「この景色を見ると落ちつくんだよなぁ。よし、じゃあまた明日から頑張ってみよう」とか、そういう「いろいろなものを、流す」という行為が大事だからなんじゃないかと思います。映画とか舞台などを観て、涙を流すというのも、その後ちょっとだけスッキリする感覚があったりするから。今週のあなたには、ちょっとその「流す」という行為をしてみてほしいのです。6月になって、今のあなたは「今、全部は頑張れないな」という気持ちが出てきたり、あとは、他人からの期待がプレッシャーとなってしまっている場合があります。だから、自分なりにきれいな景色の場所に行って「うまくいきますように」と祈る時間を、怪しい意味ではなくて持ってほしいのです。,aquarius
「放っておくことも必要」のエメラルドグリーンが出ています。ちょっと大枠の話になってくるのですが、2019年の魚座って、いわゆる「自分の動き」が盛んになっているのですね。どこかの集団に属していたとしても、個人行動のほうが多めになってくる感じがしたり、「他人の同意を待っている時間がもったいないし、自分は自分でやっていきたい」という気持ちが強くなっているのです。その結果、あなたはもう今週あたりで「あー、ここまでやってきたかぁ」と感じるような動きも出てきます。今のあなたにお伝えしたいことは、今週は「継続してもがいてほしい」のです。これは別に上から目線ではなくて、まだ、今頑張っていることに対して明確に「こうするのが正解！」というところまではいかなく、正解を見つけようとしてもがいているとき。本当に前に進んでいるときって、1mm大きな石を動かすのにすごく大変な思いをしたり、1歩進んで3歩下がるみたいなことももちろんあったりします。,pisces
「手ごたえを感じて、スピードを出していきたい」の赤が出ています。牡羊座のすごいところって、「自分の勘を、確信にいたるまで積み上げていく」という、そういう努力ができるところなのです。たとえば走り幅跳びの選手がいたとして、そういう方ってジャンプのタイミングや助走の仕方など、そういう細かいひとつひとつの動作を「どう組み合わせたらベストになるのか」などとずっと考えて飛び続けたりしています。あなたはそういう、「マニアックな、ひとつひとつの自分の動作の確認」を得意としているところがあります。今のあなたは「積み重ねてきたネクラパワー」をすごい勢いで発揮していくような時なのです。今まで頑張ってきたことが表面化しやすいとき。だから、できれば明るく、堂々と前を向いてみて。,aries
「ひとつひとつやっていくこと」のベージュが出ています。今週はまず極秘プロジェクトというか、今のあなたが秘密に動かしていることが、具体的に大きな動きになっていったりします。そこには「こういうことができたらいいなぁ」と思ってきたことも実現されやすくなっていっているので、プライベートでも、お仕事などの面でも、そういうものがあったら積極的に声かけをしてみてほしいのです。今の牡牛座に注意してほしいことって「あんまり慎重になりすぎないこと」です。牡牛座の人たちがすごく嫌がる感覚のひとつに「裏切り」があります。「期待させるようなことを言っておいて、何も実現しない人。要は、口だけの人」をめちゃくちゃ牡牛座は嫌ったりするから。だから、秘密裏のプロジェクトとか、「こうなったらいいなぁ」と思うことに関しても、その期待を裏切られるのが怖くて慎重になりすぎてしまっている人も出てきています。,taurus
「迷走してもいいとき」の白が出ています。これは結構双子座特有の感覚なのですが、真っ白になってしまうことがあったりするんですね。怖い話ではないので聞いてほしいのですが、人って「これをするのが当たり前」という世界に普段暮らしているわけじゃないですか。だから「大事にしなきゃいけない」という価値観なども、「周りにいる人」から決められてしまっていたりもします。「未来のことを考えるのなら、〇〇しときなさい」とかですね。でも、この2019年の双子座って、「本当にそれが正しいのだろうか？」と強く疑い出しているような年なのです。だから、周りの意見は話半分で聞いて、自分が調査団になって、自分で試したり、会いに行ったり、やってみたりしている。でも、今週ってちょっとその「個人行動」の動きに反対されるかもしれないのです。,gemini
「周囲を動かしていく」のオレンジ色が出ています。今の蟹座にはかなり運命的に強く「周囲にいる人たちを動かしていく」という役割があったりします。大人になると、多くの人たちが「まぁ、しょうがないよ」「みんなもそうだし」と思って、いわゆる「昨日から続く世界としての今日」に対して、「別に誰かが頑張ったとしてもそんなに劇的に変わるわけではないよ」という考え方を持っていたりします。それはもちろん、半分は正解なのですが、半分は「自分が本気を出したくない」「自分以外のせいにしたい」という言い訳であったりもします。今の蟹座って、そういう大人の世界に対して「ハァ？」という感覚で見ています。そして、少しずつあなたは動き、「それって思い込みなんじゃないですかね？」と声を掛けたりして、周りを動かしていくようなことをやっていきます。,cancer
「もう一歩、自分に自信を持って良い時」の青が出ています。いきなりなのですが、僕は占いを仕事にしてきて面白いなぁと思うことがあって、それは「人によってチャンスが訪れてきているときの反応が違う」ということなのです。チャンスってやっぱり「いつもの自分とは違うモードになっていく」ときでもあったりします。そして、獅子座の場合はチャンスの真っただ中に入っていって、最初に起こる感覚は不安と反省です。そうなのです。まずはじめにやってくるのが、「私はこのままでいいのだろうか」「ただ流されているだけなんじゃないだろうか」という、そういう、どちらかというとネガティブな感覚なのです。どうして、チャンスの最中にいる獅子座にネガティブな感覚がやってくるのかを説明します。,leo
「あともうひと踏ん張り」の黄色が出ています。今週のあなたは「小さな奇跡」がいろいろ起きるようなときです。「これが〇〇になればいいなぁ」と思っていたことが叶ったり、「このお店なかなか空いていないのよね」と思っていたお店に予約が取れたり。そういう「やってきた行動が良い結果になって返ってきやすい」という時期です。だからこそ、ひとつ大切なアドバイスをしたいのですが「今、楽な方向に落ち着くのではなくて、面倒くさい事柄に対しても積極的にチャレンジをしていく」と思ってほしいのです。もちろん、今週はちょっと一息をつけるようなときなので、ホッとする場所や食べ物を食べて、休憩はしてみてください。でも、それで終わるのではなくて「よし、今追い風が吹いてるぞ」と思って、頑張れることがあったら引き続きチャレンジはしていてほしいのです。,virgo
「だからどうした」のオレンジ色が出ています。今週のあなたはいろいろな事が起きた後に、そして、自分がその事体に直面したときに、ちゃんと語尾に「だからどうした」をつけてほしいのです。今週の天秤座ってすごくいろいろな局面が忙しく動いていきます。今までのあなたが「様子を見ながら、ひとつひとつやっていく」という時期だとしたら、今週あたりからすごくいろいろな事柄がスピーディーに動いていくのです。だからこそ、他人に振り回されるようなことも増えていくでしょうし、計画していたことがその通りにならなかったりもします。でも、それに対して「だからどうした」とちゃんと言ってください。多少ピリピリしてても、喧嘩腰でもいいです。起きてくる出来事に対して、ちゃんと受け止め、立ち向かっていくとき。,libra
「内なる闘志を」の赤が出ています。いきなりこんなこと言って申し訳ないのですが、今週はかなり「面倒くさい」と感じることが起きてくる可能性が高いです。何か、今までだったら「小爆発」だったものが、「爆発」になったり、問題が表面化したり。ただ、今のあなたに起こる問題って、結構大事な問題だったりします。その前にこういうお話をしたいのですが、蠍座って実はかなり好き嫌いが激しいです。でも、それがあまり表に出ないのは、生きる上でいろいろな修行をしてきた人が多いからなのです。蠍座の「好きと嫌い」の力ってめちゃくちゃ偉大で、好きになったものや、好きになった人のためなら、それこそ自分の身を投げ打って貢献したりします。相手のために家を建てちゃうぐらいの努力をするのです。でも、嫌いなものや苦手と感じるもののためへの努力って、たとえ小石ひとつ動かすだけでもキツく感じられたりもします。,scorpio
「真剣勝負」のネイビーが出ています。もう本当に2019年の射手座って、少し「仏の顔つきになってくる」というか、やさしくなってくるのです。射手座って「絶対的な美学」を持っています。「これは本当に素晴らしい」と思うものと「あり得ない。帰れ」と思うものがハッキリと二分されている。でも、今のあなたは「そういうのもありだよね」と、他人にやさしくする大切さについても実感し、そして、努力をしてきました。でも、今週あたりのあなたって「これはちゃんと言っておかねばならない」ということを言っていくと思います。今週、「これを言ったら嫌われてしまうかも」「これを言ってしまったら、せっかくここまでこの人が頑張ってきたことを切ってしまう」など、そう思うかもしれません。でも、そういう小さな優しさよりも、一緒に頑張っていく大きな勇気を持ってみてください。,sagittarius
「色々な感情がやってくる」の赤が出ています。今の山羊座って、基本的には「いろいろと現実的な問題をバサバサ切っていく」時期になります。「手をつけなければいけなかった問題」「先に進んでいくために整理しなければいけない問題」とか、そういうものがあったらどんどん着手していってしまったほうがいい時期。その際にひとつアドバイスがあるのですが、山羊座の人って、「いろいろな想いがこもった、大事な問題」に対して着手しようとしているとき、すごくセンチメンタルな気分になってしまったりします。「私なんかにできるわけがない」「相手に対してすごく申し訳ない気持ちになる」とか。今週はそういう「センチメンタルの沼」に入りすぎないように、「あ、はい。やります」とか、そういうドライな感じをキープしてほしいのです。,capricorn
「ロマンティック週間」のピンク色が出ています。水瓶座ってすごいツンデレ成分を生まれつき持っている感じがあって、仕事場では「鬼」と言われるような人でも、そこからスイッチを切って家に帰ったり、仕事場以外の場所に行った時に「♡マーク」がたくさんある世界に身を投じたりしたくなります。いわゆる「萌え」という現象なのですが、仕事面などでは冷静で、ロジックでとことん突き詰めていく顔つきがある分、「もうこのハリネズミだけをずっと眺めていたい。ハリネズミをもう肌に貼りたい」とか、そういう、自分がめちゃくちゃに♡マークがつく対象を見て萌え続けたかったりします。今週、その萌えポイントを真剣に探して、そこに耽溺していってください。そうやって今のあなたは解放させていくときです。,aquarius
「生み出す苦しみ」のシルバーが出ています。今の魚座って完全に「生み出す苦しみ」の真っ最中にいます。今のあなたが「あー、理想通りにいかないなぁ」と感じ、そして苦しんでいたら大正解だったりします。その理由を説明すると、たとえば、世の中で100点が取れる人っていると思うのです。スポーツや勉強、仕事などでも「何であの人はあんなことができるんだろう？」と周りから憧れられて見られる人っています。で、そういう人って何でそんなにすごいかというと、人一倍30点とか、そういう点数を取ってきたからだと思います。100点を取っていくためには、30点も数多く取らなければいけない。つまり、恥をかかなければいけない、自分を恥ずかしく思わなければいけない、そういう体験が伴う30点って、後の100点にばけます。だから、ちょっとだけ今週はセンチメンタルにもなってしまうかもしれないのですが、やるべきことを続けていくのが良かったりします。,pisces
「自分の内面を出していく」の水色が出ています。あなたは今すごく「自分の内面」が大切になってきている時期です。ちょっとそのことを今週は説明したいのですが、牡羊座の人って、自分である程度「キャラ」をつくりあげているところがあります。これは別に無理をしているというわけではなくて、あなたにとって「自分が磨きあげてきたキャラ」って、自分の大切な居場所のように感じられる。ほら、たとえば子どもの頃に学校に通っていたときって、クラスの中で「ファッションに詳しいキャラの子」、「給食の時間に明るくはしゃぐ食いしん坊キャラ」など、そういう役割があると自分に誇りが持てたり、その場に居場所ができるから。でも、今のあなたって、そうやって「多数の人に受け入れられるキャラ」じゃなくて、自分の中で大切にしていきたい内面や時間、集中するものとか、そういうものを持ってきているイメージなのです。,aries
「決断力と行動力が上がる」のターコイズ色が出ています。今週は運が良いときであったりします。「運が良いとき」ってどういうときかと言うと、「よし！」という台詞がよく出るとき。たとえば、自分が停滞しているときって「何でこんなことが起きるんだろう……」って、そうやってどこか自分の身の周りにモヤモヤだったり、だるさであったり、重力が重いみたいな感覚を覚えたりします。でも、その状態から抜け出してきているときって「ま、しょうがねーか」と言える。自分にとって不都合なことが起きても、それが自分のキャパの中でなんとかできそうだと感じられたら「あ、あなたはあなたでやって。私は私でできることをするから」とか、そうやって良い距離をつくることができたり、モヤモヤとかそういうのを「よし！　もういいや！」と引きずらないでパッと立ち上がりやすかったりもする。今のあなたってそういう時期なのです。,taurus
「集中していっている」のシルバーが出ています。占いに入る前にこういう話をしたいのですが、人間ってやっぱりリズムとか、好不調の波があると思うのです。いわゆる、不調のときって「気づけばずっとモヤモヤしている」ということがあったりするじゃないですか。「うわー、あいつの返答なんだよあれ。言ってやろうか本当に」とか、そうやってずっとモヤモヤするのって、ある程度まではコントロールできるのかもしれないけど、どうにもならないときもあったりする。でも、その不調の時期を無事に抜けると、同じような問題が出てきても「ああいう人だからしょうがない！　よし、私は私でやろっと！」と言って、切り替えが速くなると思うのです。好不調のバロメーターって、多分この切り替えの時間のスピードにあります。今のあなたは切り替えのスピードが速くなってきています。,gemini
「やさしさにあふれる」のエメラルドグリーンが出ています。昔、ちょっと落ち込んでいたときがあったのです。落ち込んだままの朝、駅に向かう途中に保育士さんに引率された子どもたちに遭遇しました。その保育士さんは子どもが「これ、葉っぱ！」とか言うのを「なんの葉っぱだろうねぇ？」と言って、同じ目線で見てあげていました。何か、すごい尊いものを見た気持ちになったのです。何でこんなエピソードから始めたのかというと、今の蟹座って、ちょっと「厳しさの峠」を超えた感じがします。それは現実面でもそうなのですが、「誰かに対して、周りに対して怒りを持って接するのではなくて、協力できるところがあったら協力していきたい」という気持ちにシフトしていっているのです。,cancer
「楽しみをつくっていく」のターコイズが出ています。獅子座の不思議なところって、自分が真剣にやりたいことに向き合っているときは、ある種「世界を閉ざす」ようなところがあったりします。それって、シンプルに言うと「後悔したくない」からだと思います。「あのときこうしておけば良かった」とか、後悔とか、他人のせいにして、その怒りを引きずりたくないからこそ、今をやりきることをしています。今のあなたには、「もっとめちゃくちゃにしていきたい」という、いい意味での不穏な空気があります。イメージとしては「楽しい旅行の前に、何をバッグに詰めるか」みたいな感覚で悩んでみてほしいのです。「この洋服も着るかもしれないから持っていこう」みたいなバカンス感が今のあなたには必要になります。,leo
「静かなる転機」のオレンジ色が出ています。この6月、本当に多くの人が転機を迎えていて、乙女座自身も強烈な転機の中にいます。転機のときに大事になるのが「いい子でいてはいけない」ということなのです。いきなり過激なことをお伝えしてしまったのですが、今のあなたが迎えている転機って、新しい会社にプロフェッショナルとして迎えられていって、そこで「私はこういう働きをしていきたいから、給料はこれぐらい欲しいです」とか、普段の自分だったらそんなことを「はしたない」と思って言えないことも言わなきゃいけないときだったりします。別にそれは「過激なことを言って、相手を試せ」と伝えたいわけではなくて、転機ってどうしても「新しい出会い」と、そして「心が冷めたものに対する踏ん切りと、それに伴う次のプランニング」が必要になっていきます。,virgo
「現実の中で何を見ていくか」の茶色が出ています。今週の天秤座って、多少の失望の感情が入ります。週のはじめからネガティブなことを言いたいわけではないので以下の話を聞いてください。人が一番傷つかずにすむ方法。それは、他人との間で距離を取って、それで、「何を言われるかわからない人間関係」に巻き込まれないようにして、それで嫌なものを見ない生活をするのが良かったりします。よく「SNSで炎上が嫌なら、そんなもん見なければいいじゃん」という説が言われるようなものです。つまり、遮断させしちゃえば、問題は「ない」ってことになっていく。でも、「ないことにする」ってちょっと違ったりするじゃないですか。今のあなたは「遮断」とか「ないことにする」を選ばずに、「誰かとか、何かとの間で、傷つく距離にまで歩みを進めた」という行動をしてきたわけなのです。,libra
「1歩進んで3歩下がる」のオレンジ色が出ています。この言葉って僕が勝手につくってしまった言葉で、自画自賛なのですが大好きなのです。「3歩進んで2歩下がる」という言葉はすでにあると思うのですが、今のあなたは「成長したり、新しい可能性を正確につかんでいくために、撤退しなければいけない部分もある」という感じなのです。こういうことを言うと「あんまり良くないんだ」って思われてしまうかもしれないのですが、今は「負けるが勝ち」なときなのです。たとえば、喧嘩などしてもムキになるのではなくて「ごめんね」って言ってしまったほうが和解できることがあるし、「ちょっとごめんなさい。ここがわからないので教えてください」と頭を下げてしまった方が後からトラブルがなくなっていったりもします。頭を下げてしまったほうがスムーズにいきやすいです。,scorpio
「今の悩みってすごく大切」のエメラルドグリーンが出ています。今週はちょっと変な言い方になるのですが、「悩むのが仕事になるし、今悩んでいることってすごく大切なものになっていく」というところがあります。僕は占いの個人鑑定の現場でお客さんに会ったときに、年に3回ぐらい「いや、これって多分悩むときですよ」と言ったことがあります。「どうしたらいいですか？」「AとBどちらを選ぶのが正しいのか」など、そういう答えを出して楽になるのが大事じゃないときってあります。少なくとも、「あー、どうしようかな」と悩んで、その状態に粘って、白黒はっきりつけないで、確信を得られないながらも何かに向き合い続けることって、実はその問題にとって一番良いやり方であったりするから。,sagittarius
「正直週間」の黄色が出ています。今週もそうなのですが、この6月ってちょっと山羊座にとっては「正直であることに福が宿る」みたいなところがあります。ひとつひとつ説明していくと、今の山羊座って、いわゆる「棚卸（たなおろし）」の時期なのです。棚卸って、よくお店などで使われる用語なのですが「これから自分のお店に置くものを、ひとつひとつ吟味しながら、また決めていく」という感じです。必要なものとの付き合いは増やして、ちょっと心が冷めてしまったものとの付き合いは、自分の中でルールや距離感を再設定していくようなときです。山羊座と、あとは乙女座もそういう傾向があるのですが「全部背負わなきゃ」と自分を追い込みすぎることがあります。でも、「ぶっちゃけ、正直に言うと〇〇なんだよな」という台詞を、他人にはまだ伝えなくてもいいので大事にしてみてください。,capricorn
「辛抱強く。そして、言うべきところは言う」の水色が出ています。今週の水瓶座って、かなり「下地を練る」という作業に集中していくことになります。新しいお仕事などの起案をどうするか、これからやっていくプロジェクトで何を大事にしてくのかなど。また、他人と話し合ってコンセンサスを得るなど、結構やることが多くなってくると思います。今週は「下地をつくっていく。土台をつくっていく」という性格がかなり強くなるので、ちょっと変な言い方なのですが「多少、人間不信モード」でいてもいいかもしれない。あんまり良い人っぷりを発揮して、あんまり話を聞かないで「あー、それでいいんじゃないですかね」ってなってしまうと、後からすごくやらなきゃいけないことが増えてしまったりもする可能性があります。,aquarius
「本番を迎えていく気持ち」の白が出ています。今のあなたって結構「本番を前に迎える人の気持ち」であることが多いです。「自分の実力は足りないのはわかっている。でも今、いろいろな難しいことにチャレンジしてみたいワクワク感を抱えている」という感覚です。もちろん、ワクワク感のすぐ背中側には「不安」という感覚もあるかと思いますが、「ここまできたのならば、やり切りたい」という気持ちに乗っていってしまったほうがいいです。今週は高揚状態が続いていたりするので、物忘れが激しくなったりします。ですので、誰かとの会話の途中で「あ、ちょっとこれは覚えておかなきゃいけないだろう」と思ったら、「ちょっとメモしていいですか？」と相手に言って、メモを取ることもやってみてください。,pisces
「好きと嫌いの大切さ」を表す青が出ています。クラスにも、そして、職場にも、もっと大きく言えば社会というところにおいても「注目を集め、カリスマ性を持っている人」っています。そういう人は、もちろんセンスや努力など、そういうものの積み重ねがあると思います。でも、「注目を集める力」のひとつとして、その人には「好き嫌いが結構ハッキリしている力」があると思うのです。「私、この食べ物だったらこうやって食べるのが大好きなの！」と目を輝かせて言える人って、何となく周りにいる人に対して「この人なんか幸せそうだな」と思わせて、「一緒にいたい」という気持ちを湧き立たせます。また、「嫌い」の部分に関しても「ここまでひとつの問題に対してウジウジしている自分自身が好きになれない！」と言って、そうやって「嫌い」のパワーを使って前に進んでいこうとする人も、輝いていきます。,aries
「良い知らせに恵まれやすい」のゴールドが出ています。ちょっとこういう話をしたいのですが、占いをやっているとすごく面白いことに、「人生を動かしていくタイミング」が人それぞれにあったりするのです。「最近までずっとこの問題について向き合っていたけど、なぜか知らないけど最近になってトントン拍子で動いていった」とか、そうやって物事が動いていくタイミングがあります。今のあなたはまさに「物事が動いていくタイミング」の中にいて、朗報とか、良いお知らせが届きやすい状態にいます。もちろん、受け身の状態だけではなくて、「この人に今こういうお誘いをしたら響くかも」とか、そうやって意図的なアピールなどはしてほしいのです。今週、「やれることをやっていく」と決意をしてみてもすごく良い動きになって返ってきますよ。,taurus
「自分のプランを邪魔されたくない」のゴールドが出ています。僕は占いの仕事をしてきて、昔対人の鑑定をしていた頃に「他人に褒められない回答を持っている人って強いな」とすごく思ったのです。たとえばなんですけど「週に1回めちゃくちゃおいしいランチを食べるために頑張る」という人って、極端なことをいうと、いろいろな難題や悩みが発生しても、そのランチを食べるために乗り切れちゃったりすることが多かったのです。「自分にしかわからない、メジャーじゃない旅先の魅力」を知っている人も幸せそうだったりします。今のあなたって、あまり「他人に褒められること」を目的にしていません。そうじゃなくて「これ、もうちょっとやってみたい」「もうちょっと楽しくできそう」「もうちょっと悩みたい」など、あくまで探求心でいろいろなことをやっている場合が多いです。,gemini
「静かなる決意」のネイビーが出ています。今の時期って本当に不思議なのですが、色々な人がそれぞれの「次に向かっていく転機」を、すごく静かに、そして、すごく地味に迎えてきています。まずこの転機について説明していきたいと思います。今の転機。それを乗り越えるために必要な言葉がひとつあって、それは「まぁ、もう、周りは関係ない」というものです。これって少しだけ乱暴な台詞なのですが「周りのモチベーションが低いから、私のモチベーションが低くなる理由にはならないし、私は私で納得いくまでやっていきたい。その上で私なりの答えを出していこう」という形になっていくのです。今のあなたって、脳が暑くなっていくというか、自分なりの解決策や、試行錯誤を重ねていきたい情熱に支えられていきます。,cancer
「体と心を動かして」の黄色が出ています。いきなり鬱陶しいアドバイスに感じられたら恐縮なのですが、獅子座には結構「硬直するモード」があったりします。人よりも、「やることをやっていきたいときに、誰にも邪魔されたくない」という感覚が強いのです。だからこそ、「今、自分がこれだけはやっておきたい」と思って頑張っていることに対しても、いつの間にかそこに対してすごく集中してしまって、余裕がない状態にもなってしまうことがあります。今週、もしよければお花とか、色がきれいなお菓子とか、そういう「見てて楽しくなるもの」などを買ったり見たりしてみてください。,leo
「場所を選んでいく」の白が出ています。先週もお伝えしましたが今のあなたはかなり大きいけど、かなり「静かな転機」を迎えています。そして、今週に関しては「場所を選んでいく」というミッションが強くあって、この感覚について説明していきたいと思います。2019年の乙女座は「理想を強く実現していく」という運命が必然的につきまといます。たとえばなんですけど、「こういうことをする人は嫌だなぁ」と思っていた人が身近にいたとして、そういう人とあるとき急に疎遠になっていったり、今までだったら「ま、良いところもあるし」と思って付き合っていた時間が、「自分の理想にとって必要ないから」という理由でどんどん引き離されていくような体験が多くなっていったりします。乙女座ってどこか「他人に嫌われること」に対して何とも言えない「怖さ」の感覚を覚えるかもしれないのです。でも、今のあなたに起きていることは「自分の理想」のほうに大きく舵を切っているところなのです。,virgo
「条件を整える」の白が出ています。タイトルにあるように今のあなたは「いろいろな条件を整える」という期間にあたります。自分の第1希望を考えたり、優先順位を整理したり、後は契約関係でいろいろな諸条件を整理したりだとか。そして、その「条件を選ぶ」ということに関しておもしろい小話があるので聞いてください。たしか、何かの心理テストだったと思うのですが、「あなたはどういう人が好き？」とか、そういうありきたりの質問を相手にするんですって。1位2位3位って。そして、「うーん、やさしい人がいいかなぁ」とかそうやって1位から3位を言い終えたタイミングで「後もう1個条件を言うとしたらどういうのがいい？」って追加で1個聞くそうなんです。その「追加の一個」が、結構その人にとっての「本命の理由に近い」ということがよくあるそうなのです。,libra
「淡々とやる。だけどかなり熱情」の白が出ています。何か映画などを観ていたり、実生活の中でも「あれ、これって何か今目の前ですごいことが起きているぞ」と衝撃を覚えているときにこそ、すぐに感情を表せずに「淡々とやっちゃう」ってことがあったりします。蠍座って、12星座の中でもその傾向が結構強かったりするのです。他人から悟られないときに、「ブチギレて」いたりもする。そして、自分が「あれさ」って言い出したときに「あれ？　私今キレちゃってる。まぁいいや。とことんいこう」とそのままさらに加速するようなことがあります。今のあなたはまさにそうで、「大事な場面だからこそ、淡々とやってしまう。だけど、すごい強い熱意を込めている」という感覚なのです。,scorpio
「体力回復週間」のエメラルドが出ています。たとえ話なのですが、射手座の人には「激辛料理イケる人」というような感覚があります。激辛料理って「ある程度の辛さまではおいしいけど、もう辛さのレベルを超えると意地で食べきる」みたいなところがあるじゃないですか。「食べきった後の清々しさを味わうために食べる」みたいなところもあったりする。でも、今のあなたって「すべてを乗り越える」というよりは「状況を整理する」とか「私の好きなもの、そして苦手なものを選んでいく」というような周期にあって、「あ、その件につきましては今やる気が出ないので無理です」と正直に思ったりもします。でも、その逆に、今までだったら興味を示さないようなことに対して「あ、これおもしろそう」と感じたり、色々な趣味とか嗜好が入れ替わっていくような感覚があります。,sagittarius
